     K07C05Q* C2007 02 07.49635 11 49 50.52 +31 33 20.5          19.8 Vrt8801G96
     K07C05Q  C2007 04 05.96961 14 12 19.51 +12 31 19.8          18.5 Vru5961A13
     K07C05Q  C2007 04 05.98354 14 12 20.08 +12 30 37.6          18.6 Vru5961A13
     K07C05Q  C2007 04 08.99200 14 15 08.73 +09 55 12.4          18.1 Vcu6240595
     K07C05Q  C2007 04 09.00149 14 15 09.01 +09 54 42.3          18.1 Vcu6240595
     K07C05Q  C2007 04 09.94205 14 15 56.75 +09 05 32.3          18.7 Vou6240198
     K07C05Q  C2007 04 09.94737 14 15 56.90 +09 05 16.1          18.9 Vou6240198
     K07C05Q  C2007 04 09.95003 14 15 56.98 +09 05 07.6          18.8 Vou6240198
     K07C05Q  C2007 04 09.96278 14 15 57.34 +09 04 27.6          18.7 Vou6240198
     K07C05Q  C2007 04 11.28919 14 16 58.04 +07 55 18.7          18.6 Vru6240703
     K07C05Q  C2007 04 11.29865 14 16 58.22 +07 54 48.8          18.6 Vru6240703
     K07C05Q  C2007 04 11.31760 14 16 58.51 +07 53 48.0          18.8 Vru6240703
     K07C05Q  C2007 04 12.03305 14 17 27.46 +07 16 04.1          18.3  ru6240130
     K07C05Q  C2007 04 12.03712 14 17 27.50 +07 15 50.9          18.8  ru6240130
     K07C05Q  C2007 04 12.04140 14 17 27.57 +07 15 38.2          18.6  ru6240130
     K07C05Q  C2007 04 12.04588 14 17 27.67 +07 15 23.7          18.7  ru6240130
     K07C05Q  C2007 04 12.37809 14 17 39.86 +06 58 09.2          18.4 Rru6240H45
     K07C05Q  C2007 04 12.37890 14 17 39.87 +06 58 06.3          18.3 Rru6240H45
     K07C05Q  C2007 04 12.38002 14 17 39.93 +06 58 03.1          18.3 Rru6240H45
     K07C05Q  C2007 04 12.38144 14 17 39.93 +06 57 58.8          18.3 Rru6240H45
     K07C05Q  C2007 04 12.38221 14 17 39.95 +06 57 55.9          18.4 Rru6240H45
     K07C05Q  C2007 04 12.38337 14 17 40.03 +06 57 52.5          18.2 Rru6240H45
     K07C05Q  C2007 04 16.39518 14 19 56.67 +03 28 51.6          18.6 Rru6968H45
     K07C05Q  C2007 04 16.39633 14 19 56.67 +03 28 47.6          18.5 Rru6968H45
     K07C05Q  C2007 04 16.39731 14 19 56.67 +03 28 44.3          18.4 Rru6968H45
     K07C05Q  C2007 04 16.39886 14 19 56.69 +03 28 39.3          18.4 Rru6968H45
     K07C05Q  C2007 04 16.39973 14 19 56.73 +03 28 36.8          18.4 Rru6968H45
     K07C05Q  C2007 04 16.40092 14 19 56.76 +03 28 33.0          18.6 Rru6968H45
     K07C05Q  C2007 04 16.40379 14 19 56.76 +03 28 24.0          18.5 Rru6968H45
     K07C05Q  C2007 04 20.94939 14 21 48.75 -00 21 36.8          19.0 Riu9011071
     K07C05Q  C2007 04 20.95370 14 21 48.98 -00 21 51.9          19.2 Riu9011071
     K07C05Q  C2007 04 20.95774 14 21 48.97 -00 22 04.3          19.7 Riu9011071
     K07C05Q  C2007 04 22.26392 14 22 15.52 -01 25 49.3          18.8 Vru8132703
     K07C05Q  C2007 04 22.28522 14 22 15.45 -01 26 50.5          18.7 Vru8132703
     K07C05Q  C2007 04 22.29581 14 22 15.42 -01 27 21.9          18.7 Vru8132703
     K07C05Q  C2007 04 22.38354 14 22 15.00 -01 31 36.4                ov0725693
